TaxonID	dc:source	ScientificName	HigherTaxonID	TaxonRanky	TaxonomicStatus	ScientificNameAuthorship
leptogastrinae:tid:65	http://leptogastrinae.lifedesks.org/pages/65	Leptogaster occidentis	leptogastrinae:tid:64		synonym	Hardy, 1942
leptogastrinae:tid:64	http://leptogastrinae.lifedesks.org/pages/64	Beameromyia occidentis	leptogastrinae:tid:52	species		(Hardy, 1942)
leptogastrinae:tid:62	http://leptogastrinae.lifedesks.org/pages/62	Beameromyia macula	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:63	http://leptogastrinae.lifedesks.org/pages/63	Beameromyia monticola	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:71	http://leptogastrinae.lifedesks.org/pages/71	Beameromyia silvacola	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:61	http://leptogastrinae.lifedesks.org/pages/61	Beameromyia lunula	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:59	http://leptogastrinae.lifedesks.org/pages/59	Beameromyia kawiensis	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:70	http://leptogastrinae.lifedesks.org/pages/70	Beameromyia punicea	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:54	http://leptogastrinae.lifedesks.org/pages/54	Leptogaster bifidus	leptogastrinae:tid:53		synonym	Hardy, 1942
leptogastrinae:tid:53	http://leptogastrinae.lifedesks.org/pages/53	Beameromyia bifida	leptogastrinae:tid:52	species		(Hardy, 1942)
leptogastrinae:tid:60	http://leptogastrinae.lifedesks.org/pages/60	Beameromyia lacinia	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:2895	http://leptogastrinae.lifedesks.org/pages/2895	Beameromyia cubensis	leptogastrinae:tid:52	species		(Bigot, 1857)
leptogastrinae:tid:69	http://leptogastrinae.lifedesks.org/pages/69	Beameromyia prairiensis	leptogastrinae:tid:52	species		Martin, 1957
leptogastrinae:tid:2935	http://leptogastrinae.lifedesks.org/pages/2935	Leptopteromyia lopesi	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:2936	http://leptogastrinae.lifedesks.org/pages/2936	Leptopteromyia mexicanae	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:116	http://leptogastrinae.lifedesks.org/pages/116	Leptopteromyia americana	leptogastrinae:tid:115	species		Hardy, 1947
leptogastrinae:tid:2937	http://leptogastrinae.lifedesks.org/pages/2937	Leptopteromyia peruae	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:2933	http://leptogastrinae.lifedesks.org/pages/2933	Leptopteromyia willistoni	leptogastrinae:tid:2932		synonym	Hermann, 1926
leptogastrinae:tid:2932	http://leptogastrinae.lifedesks.org/pages/2932	Leptopteromyia gracilis	leptogastrinae:tid:115	species		Williston, 1908
leptogastrinae:tid:2930	http://leptogastrinae.lifedesks.org/pages/2930	Leptopteromyia brasilae	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:2931	http://leptogastrinae.lifedesks.org/pages/2931	Leptopteromyia colombiae	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:2929	http://leptogastrinae.lifedesks.org/pages/2929	Leptopteromyia argentinae	leptogastrinae:tid:115	species		Martin, 1971
leptogastrinae:tid:2085	http://leptogastrinae.lifedesks.org/pages/2085	Psilonyx macropygialis	leptogastrinae:tid:117	species		(Williston, 1901)
leptogastrinae:tid:2088	http://leptogastrinae.lifedesks.org/pages/2088	Psilonyx zephyrus	leptogastrinae:tid:117	species		Scarbrough
leptogastrinae:tid:119	http://leptogastrinae.lifedesks.org/pages/119	Leptogaster annulatus	leptogastrinae:tid:118		synonym	Say, 1823
leptogastrinae:tid:120	http://leptogastrinae.lifedesks.org/pages/120	Leptogaster histrio	leptogastrinae:tid:118		synonym	Wiedemann, 1828
leptogastrinae:tid:118	http://leptogastrinae.lifedesks.org/pages/118	Psilonyx annulatus	leptogastrinae:tid:117	species		(Say, 1823)
leptogastrinae:tid:2086	http://leptogastrinae.lifedesks.org/pages/2086	Psilonyx magnicauda	leptogastrinae:tid:117	species		(Curran, 1934)
leptogastrinae:tid:2087	http://leptogastrinae.lifedesks.org/pages/2087	Psilonyx venustus	leptogastrinae:tid:117	species		(Bromley, 1929)
leptogastrinae:tid:2083	http://leptogastrinae.lifedesks.org/pages/2083	Psilonyx tornowii	leptogastrinae:tid:117	species		(Brethes, 1904)
leptogastrinae:tid:2084	http://leptogastrinae.lifedesks.org/pages/2084	Psilonyx arawak	leptogastrinae:tid:117	species		Farr, 1963
leptogastrinae:tid:123	http://leptogastrinae.lifedesks.org/pages/123	Leptogaster badius	leptogastrinae:tid:122		synonym	Loew, 1862
leptogastrinae:tid:124	http://leptogastrinae.lifedesks.org/pages/124	Leptogaster glabratus	leptogastrinae:tid:122		synonym	Wiedemann, 1828
leptogastrinae:tid:125	http://leptogastrinae.lifedesks.org/pages/125	Leptogaster testacea	leptogastrinae:tid:122		synonym	Loew, 1862
leptogastrinae:tid:122	http://leptogastrinae.lifedesks.org/pages/122	Tipulogaster glabrata	leptogastrinae:tid:121	species		(Wiedemann, 1828)
leptogastrinae:tid:2944	http://leptogastrinae.lifedesks.org/pages/2944	Tipulogaster lancea	leptogastrinae:tid:121	species		Tomasovic, 2002
leptogastrinae:tid:1791	http://leptogastrinae.lifedesks.org/pages/1791	Lasiocnemus fascipennis	leptogastrinae:tid:1789	species		Engel and Cuthbertson, 1939
leptogastrinae:tid:1797	http://leptogastrinae.lifedesks.org/pages/1797	Lasiocnemus londti	leptogastrinae:tid:1789	species		Dikow, 2007
leptogastrinae:tid:1790	http://leptogastrinae.lifedesks.org/pages/1790	Lasiocnemus anthracinus	leptogastrinae:tid:1792		synonym	Janssens, 1952
leptogastrinae:tid:1792	http://leptogastrinae.lifedesks.org/pages/1792	Lasiocnemus griseicinctipes	leptogastrinae:tid:1789	species		Speiser, 1913
leptogastrinae:tid:1795	http://leptogastrinae.lifedesks.org/pages/1795	Lasiocnemus lugens	leptogastrinae:tid:1789	species		Loew, 1858
leptogastrinae:tid:1793	http://leptogastrinae.lifedesks.org/pages/1793	Lasiocnemus hermanni	leptogastrinae:tid:1789	species		Janssens, 1952
leptogastrinae:tid:1794	http://leptogastrinae.lifedesks.org/pages/1794	Lasiocnemus hyalipennis	leptogastrinae:tid:1789	species		Janssens, 1952
leptogastrinae:tid:1796	http://leptogastrinae.lifedesks.org/pages/1796	Lasiocnemus obscuripennis	leptogastrinae:tid:1789	species		(Loew, 1851)
leptogastrinae:tid:1809	http://leptogastrinae.lifedesks.org/pages/1809	Acronyches giganteus	leptogastrinae:tid:1807		synonym	Hull, 1962
leptogastrinae:tid:1807	http://leptogastrinae.lifedesks.org/pages/1807	Acronyches fenestratulus	leptogastrinae:tid:1798	species		Hermann, 1921
leptogastrinae:tid:1804	http://leptogastrinae.lifedesks.org/pages/1804	Acronyches meruuna	leptogastrinae:tid:1798	species		Papavero, 1971
leptogastrinae:tid:1805	http://leptogastrinae.lifedesks.org/pages/1805	Acronyches maya	leptogastrinae:tid:1798	species		Martin, 1968
leptogastrinae:tid:1806	http://leptogastrinae.lifedesks.org/pages/1806	Acronyches imitator	leptogastrinae:tid:1798	species		Hermann, 1921
leptogastrinae:tid:1803	http://leptogastrinae.lifedesks.org/pages/1803	Acronyches plutactites	leptogastrinae:tid:1798	species		Papavero, 1971
leptogastrinae:tid:1802	http://leptogastrinae.lifedesks.org/pages/1802	Acronyches rarus	leptogastrinae:tid:1798	species		Martin, 1968
leptogastrinae:tid:1799	http://leptogastrinae.lifedesks.org/pages/1799	Acronyches alexanderi	leptogastrinae:tid:1798	species		Papavero, 1971
leptogastrinae:tid:1800	http://leptogastrinae.lifedesks.org/pages/1800	Acronyches willistoni	leptogastrinae:tid:1798	species		Hermann, 1921
leptogastrinae:tid:1808	http://leptogastrinae.lifedesks.org/pages/1808	Acronyches geosarginus	leptogastrinae:tid:1798	species		Papavero, 1971
leptogastrinae:tid:1801	http://leptogastrinae.lifedesks.org/pages/1801	Acronyches westcotti	leptogastrinae:tid:1798	species		Martin, 1968
leptogastrinae:tid:2095	http://leptogastrinae.lifedesks.org/pages/2095	Megonyx	leptogastrinae:tid:1798		synonym	
leptogastrinae:tid:1798	http://leptogastrinae.lifedesks.org/pages/1798	Acronyches	leptogastrinae:tid:2044	genus		
leptogastrinae:tid:1789	http://leptogastrinae.lifedesks.org/pages/1789	Lasiocnemus	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2093	http://leptogastrinae.lifedesks.org/pages/2093	Ophionomima	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2094	http://leptogastrinae.lifedesks.org/pages/2094	Mesoleptogaster	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2096	http://leptogastrinae.lifedesks.org/pages/2096	Shannomyioleptus	leptogastrinae:tid:2092		synonym	
leptogastrinae:tid:2092	http://leptogastrinae.lifedesks.org/pages/2092	Schildia	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2091	http://leptogastrinae.lifedesks.org/pages/2091	Sinopsilonyx	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:52	http://leptogastrinae.lifedesks.org/pages/52	Beameromyia	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:115	http://leptogastrinae.lifedesks.org/pages/115	Leptopteromyia	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:117	http://leptogastrinae.lifedesks.org/pages/117	Psilonyx	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:43	http://leptogastrinae.lifedesks.org/pages/43	Apachekolos	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:121	http://leptogastrinae.lifedesks.org/pages/121	Tipulogaster	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2098	http://leptogastrinae.lifedesks.org/pages/2098	Lagynogaster	leptogastrinae:tid:2089		synonym	
leptogastrinae:tid:2089	http://leptogastrinae.lifedesks.org/pages/2089	Ammophilomima	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2056	http://leptogastrinae.lifedesks.org/pages/2056	Eurhabdus	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2947	http://leptogastrinae.lifedesks.org/pages/2947	Nanilobus	leptogastrinae:tid:2284		synonym	
leptogastrinae:tid:2284	http://leptogastrinae.lifedesks.org/pages/2284	Lobus	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2101	http://leptogastrinae.lifedesks.org/pages/2101	Dolichoscius	leptogastrinae:tid:2102		synonym	
leptogastrinae:tid:2102	http://leptogastrinae.lifedesks.org/pages/2102	Euscelidia	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2585	http://leptogastrinae.lifedesks.org/pages/2585	Gonypes	leptogastrinae:tid:2584		synonym	
leptogastrinae:tid:2584	http://leptogastrinae.lifedesks.org/pages/2584	Leptogaster	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2090	http://leptogastrinae.lifedesks.org/pages/2090	Systellogaster	leptogastrinae:tid:2045	genus		
leptogastrinae:tid:2058	http://leptogastrinae.lifedesks.org/pages/2058	Eurhabdus longissimus	leptogastrinae:tid:2056	species		Tomasovic, 2002
leptogastrinae:tid:2059	http://leptogastrinae.lifedesks.org/pages/2059	Eurhabdus zephyreus	leptogastrinae:tid:2056	species		Aldrich, 1923
leptogastrinae:tid:2057	http://leptogastrinae.lifedesks.org/pages/2057	Eurhabdus jamaicensis	leptogastrinae:tid:2056	species		Farr, 1973
leptogastrinae:tid:2060	http://leptogastrinae.lifedesks.org/pages/2060	Eurhabdus sororius	leptogastrinae:tid:2056	species		Scarbrough and Perez-Gelabert, 2005
leptogastrinae:tid:2150	http://leptogastrinae.lifedesks.org/pages/2150	Ammophilomima indiae	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2151	http://leptogastrinae.lifedesks.org/pages/2151	Ammophilomima kenyae	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2149	http://leptogastrinae.lifedesks.org/pages/2149	Ammophilomima australis	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2146	http://leptogastrinae.lifedesks.org/pages/2146	Ammophilomima tricolor	leptogastrinae:tid:2089	species		(Walker, 1857)
leptogastrinae:tid:2147	http://leptogastrinae.lifedesks.org/pages/2147	Ammophilomima occlusa	leptogastrinae:tid:2089	species		(Meijere, 1914)
leptogastrinae:tid:2152	http://leptogastrinae.lifedesks.org/pages/2152	Ammophilomima siamae	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2148	http://leptogastrinae.lifedesks.org/pages/2148	Ammophilomima contermina	leptogastrinae:tid:2089	species		(Edwards, 1919)
leptogastrinae:tid:2158	http://leptogastrinae.lifedesks.org/pages/2158	Ammophilomima pimolae	leptogastrinae:tid:2089	species		Martin, 1975
leptogastrinae:tid:2159	http://leptogastrinae.lifedesks.org/pages/2159	Ammophilomima flava	leptogastrinae:tid:2089	species		Martin, 1975
leptogastrinae:tid:2145	http://leptogastrinae.lifedesks.org/pages/2145	Ammophilomima magnicollis	leptogastrinae:tid:2089	species		(Walker, 1862)
leptogastrinae:tid:2157	http://leptogastrinae.lifedesks.org/pages/2157	Ammophilomima bifida	leptogastrinae:tid:2089	species		Martin, 1975
leptogastrinae:tid:2156	http://leptogastrinae.lifedesks.org/pages/2156	Ammophilomima areekuli	leptogastrinae:tid:2089	species		Martin, 1975
leptogastrinae:tid:2154	http://leptogastrinae.lifedesks.org/pages/2154	Ammophilomima thailandae	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2155	http://leptogastrinae.lifedesks.org/pages/2155	Ammophilomima truncata	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2153	http://leptogastrinae.lifedesks.org/pages/2153	Ammophilomima simila	leptogastrinae:tid:2089	species		Martin, 1973
leptogastrinae:tid:2124	http://leptogastrinae.lifedesks.org/pages/2124	Ammophilomima ghesquierei	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2120	http://leptogastrinae.lifedesks.org/pages/2120	Ammophilomima auripennis	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2121	http://leptogastrinae.lifedesks.org/pages/2121	Ammophilomima basilewskyi	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2130	http://leptogastrinae.lifedesks.org/pages/2130	Ammophilomima affinis	leptogastrinae:tid:2089	species		(Frey, 1937)
leptogastrinae:tid:2119	http://leptogastrinae.lifedesks.org/pages/2119	Ammophilomima aequinoctialis	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2144	http://leptogastrinae.lifedesks.org/pages/2144	Ammophilomima vitalisiana	leptogastrinae:tid:2089	species		(Frey, 1937)
leptogastrinae:tid:2122	http://leptogastrinae.lifedesks.org/pages/2122	Ammophilomima eumenoides	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2123	http://leptogastrinae.lifedesks.org/pages/2123	Ammophilomima evanescens	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2128	http://leptogastrinae.lifedesks.org/pages/2128	Ammophilomima triungulata	leptogastrinae:tid:2089	species		Enderlein, 1914
leptogastrinae:tid:2129	http://leptogastrinae.lifedesks.org/pages/2129	Ammophilomima vitiosa	leptogastrinae:tid:2089	species		(Wulp, 1872)
leptogastrinae:tid:2126	http://leptogastrinae.lifedesks.org/pages/2126	Ammophilomima montana	leptogastrinae:tid:2089	species		Janssens, 1955
leptogastrinae:tid:2125	http://leptogastrinae.lifedesks.org/pages/2125	Ammophilomima imitatrix	leptogastrinae:tid:2089	species		Enderlein, 1914
leptogastrinae:tid:2131	http://leptogastrinae.lifedesks.org/pages/2131	Ammophilomima antennalis	leptogastrinae:tid:2089	species		(Hsia, 1949)
leptogastrinae:tid:2132	http://leptogastrinae.lifedesks.org/pages/2132	Ammophilomima bicolor	leptogastrinae:tid:2089	species		(Shi, 1993)
leptogastrinae:tid:2140	http://leptogastrinae.lifedesks.org/pages/2140	Ammophilomima princeps	leptogastrinae:tid:2089	species		(Osten-Sacken, 1882)
leptogastrinae:tid:2139	http://leptogastrinae.lifedesks.org/pages/2139	Ammophilomima inscripta	leptogastrinae:tid:2089	species		(Hermann, 1917)
leptogastrinae:tid:2141	http://leptogastrinae.lifedesks.org/pages/2141	Ammophilomima sauteri	leptogastrinae:tid:2089	species		(Hermann, 1917)
leptogastrinae:tid:2142	http://leptogastrinae.lifedesks.org/pages/2142	Ammophilomima stigmatica	leptogastrinae:tid:2089	species		(Hermann, 1917)
leptogastrinae:tid:2143	http://leptogastrinae.lifedesks.org/pages/2143	Ammophilomima suensoni	leptogastrinae:tid:2089	species		(Frey, 1937)
leptogastrinae:tid:2138	http://leptogastrinae.lifedesks.org/pages/2138	Ammophilomima fuliginosa	leptogastrinae:tid:2089	species		(Hermann, 1917)
leptogastrinae:tid:2137	http://leptogastrinae.lifedesks.org/pages/2137	Ammophilomima fujianensis	leptogastrinae:tid:2089	species		(Shi, 1995)
leptogastrinae:tid:2133	http://leptogastrinae.lifedesks.org/pages/2133	Ammophilomima boettcheri	leptogastrinae:tid:2089	species		(Frey, 1937)
leptogastrinae:tid:2134	http://leptogastrinae.lifedesks.org/pages/2134	Ammophilomima claripennis	leptogastrinae:tid:2089	species		(Hsia, 1949)
leptogastrinae:tid:2135	http://leptogastrinae.lifedesks.org/pages/2135	Ammophilomima destillatoria	leptogastrinae:tid:2089	species		(Hermann, 1917)
leptogastrinae:tid:2136	http://leptogastrinae.lifedesks.org/pages/2136	Ammophilomima dimidiata	leptogastrinae:tid:2089	species		(Hsia, 1949)
leptogastrinae:tid:2127	http://leptogastrinae.lifedesks.org/pages/2127	Ammophilomima straeleni	leptogastrinae:tid:2089	species		Janssens, 1953
leptogastrinae:tid:2170	http://leptogastrinae.lifedesks.org/pages/2170	Systellogaster parva	leptogastrinae:tid:2090	species		Martin, 1975
leptogastrinae:tid:2164	http://leptogastrinae.lifedesks.org/pages/2164	Systellogaster alba	leptogastrinae:tid:2090	species		Martin, 1975
leptogastrinae:tid:2173	http://leptogastrinae.lifedesks.org/pages/2173	Systellogaster aurantiaca	leptogastrinae:tid:2171		synonym	Hermann, 1926
leptogastrinae:tid:2171	http://leptogastrinae.lifedesks.org/pages/2171	Systellogaster silacea	leptogastrinae:tid:2090	species		Martin, 1975
leptogastrinae:tid:2165	http://leptogastrinae.lifedesks.org/pages/2165	Systellogaster breviventris	leptogastrinae:tid:2090	species		(Rondani, 1848)
leptogastrinae:tid:2166	http://leptogastrinae.lifedesks.org/pages/2166	Systellogaster calceolata	leptogastrinae:tid:2090	species		(Bigot, 1879)
leptogastrinae:tid:2167	http://leptogastrinae.lifedesks.org/pages/2167	Systellogaster fascipennis	leptogastrinae:tid:2090	species		(Schiner, 1867)
leptogastrinae:tid:2941	http://leptogastrinae.lifedesks.org/pages/2941	Sinopsilonyx signata	leptogastrinae:tid:2091	species		(Meijere, 1914)
leptogastrinae:tid:2939	http://leptogastrinae.lifedesks.org/pages/2939	Sinopsilonyx coarctata	leptogastrinae:tid:2091	species		(Hermann, 1917)
leptogastrinae:tid:2940	http://leptogastrinae.lifedesks.org/pages/2940	Sinopsilonyx javanensis	leptogastrinae:tid:2091	species		(Meijere, 1914)
leptogastrinae:tid:2942	http://leptogastrinae.lifedesks.org/pages/2942	Sinopsilonyx flavican	leptogastrinae:tid:2091	species		(Shi, 1993)
leptogastrinae:tid:2161	http://leptogastrinae.lifedesks.org/pages/2161	Sinopsilonyx tibialis	leptogastrinae:tid:2091	species		Hsia, 1949
leptogastrinae:tid:2111	http://leptogastrinae.lifedesks.org/pages/2111	Schildia guatemalae	leptogastrinae:tid:2092	species		Martin, 1975
leptogastrinae:tid:2109	http://leptogastrinae.lifedesks.org/pages/2109	Schildia ocellata	leptogastrinae:tid:2108		synonym	Martin, 1975
leptogastrinae:tid:2108	http://leptogastrinae.lifedesks.org/pages/2108	Schildia gracillima	leptogastrinae:tid:2092	species		(Walker, 1855)
leptogastrinae:tid:2112	http://leptogastrinae.lifedesks.org/pages/2112	Schildia jamaicensis	leptogastrinae:tid:2092	species		Farr, 1962
leptogastrinae:tid:2104	http://leptogastrinae.lifedesks.org/pages/2104	Schildia alphus	leptogastrinae:tid:2092	species		Martin, 1975
leptogastrinae:tid:2106	http://leptogastrinae.lifedesks.org/pages/2106	Schildia zonae	leptogastrinae:tid:2105		synonym	Martin, 1975
leptogastrinae:tid:2105	http://leptogastrinae.lifedesks.org/pages/2105	Schildia fragilis	leptogastrinae:tid:2092	species		(Carrera, 1944)
leptogastrinae:tid:2115	http://leptogastrinae.lifedesks.org/pages/2115	Schildia malaya	leptogastrinae:tid:2092	species		Dikow & Bayless, 2009
leptogastrinae:tid:2114	http://leptogastrinae.lifedesks.org/pages/2114	Schildia caliginosa	leptogastrinae:tid:2092	species		Dikow & Bayless, 2009
leptogastrinae:tid:2117	http://leptogastrinae.lifedesks.org/pages/2117	Schildia adina	leptogastrinae:tid:2092	species		Dikow & Bayless, 2009
leptogastrinae:tid:2116	http://leptogastrinae.lifedesks.org/pages/2116	Schildia martini	leptogastrinae:tid:2092	species		Dikow & Bayless, 2009
leptogastrinae:tid:2160	http://leptogastrinae.lifedesks.org/pages/2160	Ophionomima solocifemur	leptogastrinae:tid:2093	species		Enderlein, 1914
leptogastrinae:tid:2265	http://leptogastrinae.lifedesks.org/pages/2265	Mesoleptogaster spinulosa	leptogastrinae:tid:2094	species		(Meijere, 1914)
leptogastrinae:tid:2264	http://leptogastrinae.lifedesks.org/pages/2264	Mesoleptogaster rufithorax	leptogastrinae:tid:2094	species		(Meijere, 1913)
leptogastrinae:tid:2266	http://leptogastrinae.lifedesks.org/pages/2266	Mesoleptogaster trifasciata	leptogastrinae:tid:2094	species		(Meijere, 1914)
leptogastrinae:tid:2268	http://leptogastrinae.lifedesks.org/pages/2268	Mesoleptogaster convergens	leptogastrinae:tid:2094	species		(Frey, 1937)
leptogastrinae:tid:2270	http://leptogastrinae.lifedesks.org/pages/2270	Mesoleptogaster fulvicra	leptogastrinae:tid:2094	species		Hsia, 1949
leptogastrinae:tid:2269	http://leptogastrinae.lifedesks.org/pages/2269	Mesoleptogaster eoa	leptogastrinae:tid:2094	species		Lehr, 1961
leptogastrinae:tid:2263	http://leptogastrinae.lifedesks.org/pages/2263	Mesoleptogaster pyragra	leptogastrinae:tid:2094	species		(Janssens, 1957)
leptogastrinae:tid:2267	http://leptogastrinae.lifedesks.org/pages/2267	Mesoleptogaster bicoloripes	leptogastrinae:tid:2094	species		Hsia, 1949
leptogastrinae:tid:2261	http://leptogastrinae.lifedesks.org/pages/2261	Mesoleptogaster madagascariensis	leptogastrinae:tid:2094	species		(Frey, 1937)
leptogastrinae:tid:2256	http://leptogastrinae.lifedesks.org/pages/2256	Mesoleptogaster ferruginea	leptogastrinae:tid:2094	species		(Walker, 1858)
leptogastrinae:tid:2255	http://leptogastrinae.lifedesks.org/pages/2255	Mesoleptogaster basilewskyi	leptogastrinae:tid:2094	species		(Janssens, 1955)
leptogastrinae:tid:2257	http://leptogastrinae.lifedesks.org/pages/2257	Mesoleptogaster fulvipes	leptogastrinae:tid:2094	species		(Bigot, 1879)
leptogastrinae:tid:2258	http://leptogastrinae.lifedesks.org/pages/2258	Mesoleptogaster habilis	leptogastrinae:tid:2094	species		(Wulp, 1872)
leptogastrinae:tid:2260	http://leptogastrinae.lifedesks.org/pages/2260	Mesoleptogaster longipes	leptogastrinae:tid:2094	species		(Walker, 1858)
leptogastrinae:tid:2259	http://leptogastrinae.lifedesks.org/pages/2259	Mesoleptogaster inutilis	leptogastrinae:tid:2094	species		(Walker, 1857)
leptogastrinae:tid:2262	http://leptogastrinae.lifedesks.org/pages/2262	Mesoleptogaster pacifica	leptogastrinae:tid:2094	species		(Bezzi, 1928)
leptogastrinae:tid:2271	http://leptogastrinae.lifedesks.org/pages/2271	Mesoleptogaster fuscatipennis	leptogastrinae:tid:2094	species		(Frey, 1937)
leptogastrinae:tid:2280	http://leptogastrinae.lifedesks.org/pages/2280	Mesoleptogaster loaloa	leptogastrinae:tid:2094	species		Evenhuis, 2006
leptogastrinae:tid:2282	http://leptogastrinae.lifedesks.org/pages/2282	Mesoleptogaster vitiensis	leptogastrinae:tid:2094	species		Evenhuis, 2006
leptogastrinae:tid:2254	http://leptogastrinae.lifedesks.org/pages/2254	Mesoleptogaster angela	leptogastrinae:tid:2094	species		(Osten-Sacken, 1881)
leptogastrinae:tid:2272	http://leptogastrinae.lifedesks.org/pages/2272	Mesoleptogaster gracilipes	leptogastrinae:tid:2094	species		Hsia, 1949
leptogastrinae:tid:2279	http://leptogastrinae.lifedesks.org/pages/2279	Mesoleptogaster levusara	leptogastrinae:tid:2094	species		Evenhuis, 2006
leptogastrinae:tid:2281	http://leptogastrinae.lifedesks.org/pages/2281	Mesoleptogaster meriel	leptogastrinae:tid:2094	species		Evenhuis, 2006
leptogastrinae:tid:2277	http://leptogastrinae.lifedesks.org/pages/2277	Mesoleptogaster spinulosa	leptogastrinae:tid:2276		homonym	Hermann, 1917
leptogastrinae:tid:2276	http://leptogastrinae.lifedesks.org/pages/2276	Mesoleptogaster koshunensis	leptogastrinae:tid:2094	species		Oldroyd, 1975
leptogastrinae:tid:2274	http://leptogastrinae.lifedesks.org/pages/2274	Mesoleptogaster piliensis	leptogastrinae:tid:2094	species		(Oldroyd, 1972)
leptogastrinae:tid:2273	http://leptogastrinae.lifedesks.org/pages/2273	Mesoleptogaster trimaculata	leptogastrinae:tid:2094	species		(Meijere, 1914)
leptogastrinae:tid:2275	http://leptogastrinae.lifedesks.org/pages/2275	Mesoleptogaster inflata	leptogastrinae:tid:2094	species		(Osten-Sacken, 1881)
leptogastrinae:tid:2252	http://leptogastrinae.lifedesks.org/pages/2252	Euscelidia vallis	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2251	http://leptogastrinae.lifedesks.org/pages/2251	Euscelidia tsavo	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2249	http://leptogastrinae.lifedesks.org/pages/2249	Euscelidia senegalensis	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2253	http://leptogastrinae.lifedesks.org/pages/2253	Euscelidia venusta	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2250	http://leptogastrinae.lifedesks.org/pages/2250	Euscelidia splendida	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2248	http://leptogastrinae.lifedesks.org/pages/2248	Euscelidia pulchra	leptogastrinae:tid:2102	species		Dikow, 2003
leptogastrinae:tid:2921	http://leptogastrinae.lifedesks.org/pages/2921	Euscelidia nubilipennis	leptogastrinae:tid:2102	species		(Frey, 1937)
leptogastrinae:tid:2923	http://leptogastrinae.lifedesks.org/pages/2923	Euscelidia hirticollis	leptogastrinae:tid:2102	species		(Wulp, 1872)
leptogastrinae:tid:2924	http://leptogastrinae.lifedesks.org/pages/2924	Euscelidia nitens	leptogastrinae:tid:2102	species		(Bromley, 1947)
leptogastrinae:tid:2925	http://leptogastrinae.lifedesks.org/pages/2925	Euscelidia ophionea	leptogastrinae:tid:2102	species		(Frey, 1937)
leptogastrinae:tid:2187	http://leptogastrinae.lifedesks.org/pages/2187	Euscelidia dorata	leptogastrinae:tid:2926		synonym	Oldroyd, 1970
leptogastrinae:tid:2926	http://leptogastrinae.lifedesks.org/pages/2926	Euscelidia plebeja	leptogastrinae:tid:2102	species		(Janssens, 1957)
leptogastrinae:tid:2242	http://leptogastrinae.lifedesks.org/pages/2242	Euscelidia obudu	leptogastrinae:tid:2102	species		Dikow, 2003
